"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	0	289634	0.00
	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	"55-59 years"	"55-59"	19	331715	5.73
	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	"65-69 years"	"65-69"	28	228346	12.26
	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	"70-74 years"	"70-74"	27	170171	15.87
	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	"75-79 years"	"75-79"	24	126954	18.90
	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	"85+ years"	"85+"	22	132961	16.55
"Total"	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"			192	4611073	4.16
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	0	53263	0.00
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	"50-54 years"	"50-54"	17	343770	4.95
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	"55-59 years"	"55-59"	42	314083	13.37
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	"60-64 years "	"60-64"	27	250728	10.77
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	"65-69 years"	"65-69"	39	199750	19.52
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	"70-74 years"	"70-74"	29	138490	20.94
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	"75-79 years"	"75-79"	26	95233	27.30
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	"80-84 years"	"80-84"	23	67891	33.88
"Total"	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"			257	4423168	5.81
"Total"	"New Jersey"	"34"	"2014"	"2014"					449	9034241	4.97
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	0	51190	0.00
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	0	285474	0.00
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	"50-54 years"	"50-54"	17	353353	4.81
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	"60-64 years "	"60-64"	25	280620	8.91
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	"65-69 years"	"65-69"	28	237283	11.80
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	"70-74 years"	"70-74"	28	175237	15.98
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	"75-79 years"	"75-79"	17	129039	13.17
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	"80-84 years"	"80-84"	18	102738	17.52
"Total"	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"			187	4628790	4.04
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	0	53320	0.00
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	16	319794	5.00
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	"55-59 years"	"55-59"	39	321211	12.14
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	"60-64 years "	"60-64"	28	259579	10.79
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	"65-69 years"	"65-69"	35	208426	16.79
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	"70-74 years"	"70-74"	24	143775	16.69
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	"75-79 years"	"75-79"	17	97212	17.49
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	"80-84 years"	"80-84"	19	67440	28.17
"Total"	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"			233	4448063	5.24
"Total"	"New Jersey"	"34"	"2015"	"2015"					420	9076853	4.63
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	0	51226	0.00
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"5-9 years"	"5-9"	0	270051	0.00
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"50-54 years"	"50-54"	23	347656	6.62
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"55-59 years"	"55-59"	25	340251	7.35
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"60-64 years "	"60-64"	26	288342	9.02
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"65-69 years"	"65-69"	21	245712	8.55
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"70-74 years"	"70-74"	17	180265	9.43
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"75-79 years"	"75-79"	25	131669	18.99
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"80-84 years"	"80-84"	25	102093	24.49
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	26	136203	19.09
"Total"	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"			221	4644574	4.76
	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	0	53511	0.00
	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	"55-59 years"	"55-59"	31	326983	9.48
	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	"60-64 years "	"60-64"	33	267831	12.32
	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	"65-69 years"	"65-69"	35	216628	16.16
	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	"70-74 years"	"70-74"	41	149024	27.51
	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	"75-79 years"	"75-79"	26	99481	26.14
"Total"	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"			243	4475315	5.43
"Total"	"New Jersey"	"34"	"2016"	"2016"					464	9119889	5.09
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	0	50453	0.00
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	0	290051	0.00
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	16	340618	4.70
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	25	296810	8.42
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	21	243512	8.62
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	26	193432	13.44
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	25	136755	18.28
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	19	102154	18.60
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	26	136230	19.09
"Total"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"			200	4667011	4.29
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	0	53169	0.00
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	0	306405	0.00
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	28	331105	8.46
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	24	329599	7.28
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	32	277430	11.53
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	40	215637	18.55
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	27	160953	16.78
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	32	103782	30.83
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	28	68567	40.84
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	17	65989	25.76
"Total"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"			260	4507424	5.77
"Total"	"New Jersey"	"34"	"2017"	"2017"					460	9174435	5.01
	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	0	50700	0.00
	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	"55-59 years"	"55-59"	19	340721	5.58
	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	"60-64 years "	"60-64"	25	304627	8.21
	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	"65-69 years"	"65-69"	34	246372	13.80
	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	"70-74 years"	"70-74"	26	199201	13.05
	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	"75-79 years"	"75-79"	31	144440	21.46
	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	"80-84 years"	"80-84"	19	103626	18.34
"Total"	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"			204	4683751	4.36
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	53372	0.00
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	0	218775	0.00
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	17	290542	5.85
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	36	331125	10.87
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	32	285588	11.20
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	34	219508	15.49
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	33	166704	19.80
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	27	110641	24.40
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	16	66274	24.14
"Total"	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"			250	4534608	5.51
"Total"	"New Jersey"	"34"	"2018"	"2018"					454	9218359	4.92
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	50237	0.00
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	0	291784	0.00
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	0	289346	0.00
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	20	340929	5.87
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	32	310133	10.32
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	36	251597	14.31
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	26	207047	12.56
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	20	149025	13.42
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	24	105601	22.73
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	18	135309	13.30
"Total"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"			213	4698729	4.53
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	52623	0.00
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	36	331429	10.86
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	35	292624	11.96
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	37	225688	16.39
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	34	173484	19.60
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	30	114546	26.19
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	21	72067	29.14
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	18	66348	27.13
"Total"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"			268	4559792	5.88
"Total"	"New Jersey"	"34"	"2019"	"2019"					481	9258521	5.20
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	0	49671	0.00
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	0	288085	0.00
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"15-19 years"	"15-19"	0	290334	0.00
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	0	280983	0.00
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"55-59 years"	"55-59"	22	338248	6.50
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"60-64 years "	"60-64"	27	313579	8.61
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	37	258166	14.33
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"70-74 years"	"70-74"	27	214295	12.60
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"75-79 years"	"75-79"	24	152670	15.72
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"80-84 years"	"80-84"	24	106247	22.59
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	"85+ years"	"85+"	21	132268	15.88
"Total"	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"			210	4701107	4.47
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	0	52058	0.00
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"10-14 years"	"10-14"	0	301130	0.00
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"20-24 years"	"20-24"	0	291254	0.00
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	19	315727	6.02
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	20	328530	6.09
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	33	297849	11.08
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	32	231990	13.79
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	42	179943	23.34
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	31	117394	26.41
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"85+ years"	"85+"	22	65152	33.77
"Total"	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"			241	4570582	5.27
"Total"	"New Jersey"	"34"	"2020"	"2020"					451	9271689	4.86
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"< 1 year"	"1"	0	47789	0.00
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"25-29 years"	"25-29"	0	286508	0.00
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"55-59 years"	"55-59"	18	332381	5.42
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"60-64 years "	"60-64"	16	316375	5.06
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"65-69 years"	"65-69"	24	264587	9.07
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"70-74 years"	"70-74"	28	222522	12.58
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"75-79 years"	"75-79"	34	156597	21.71
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"80-84 years"	"80-84"	23	108241	21.25
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"85+ years"	"85+"	21	131551	15.96
"Total"	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"			199	4699514	4.23
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"< 1 year"	"1"	0	50015	0.00
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"1-4 years"	"1-4"	0	215760	0.00
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"55-59 years"	"55-59"	30	322068	9.31
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	36	301638	11.93
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	40	238505	16.77
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	38	186927	20.33
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	30	120843	24.83
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"80-84 years"	"80-84"	22	73967	29.74
"Total"	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"			250	4568447	5.47
"Total"	"New Jersey"	"34"	"2021"	"2021"					449	9267961	4.84
"Total"	"New Jersey"	"34"							8856	203557452	4.35
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	13059	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	0	51781	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"10-14 years"	"10-14"	0	71938	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	0	71114	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"25-29 years"	"25-29"	0	57285	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	0	60318	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"35-39 years"	"35-39"	0	72356	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"50-54 years"	"50-54"	0	56084	0.00
"Total"	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"			35	918661	3.81
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	0	13449	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	0	53215	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"5-9 years"	"5-9"	0	72628	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"10-14 years"	"10-14"	0	75138	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	0	60797	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"25-29 years"	"25-29"	0	57285	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"30-34 years"	"30-34"	0	59891	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"40-44 years"	"40-44"	0	68914	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	0	7307	0.00
"Total"	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"			33	889421	3.71
"Total"	"New Mexico"	"35"	"1999"	"1999"					68	1808082	3.76
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	0	13189	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	"1-4 years"	"1-4"	0	51166	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"	0	68929	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	0	72347	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	0	60118	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	"25-29 years"	"25-29"	0	57327	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	"30-34 years"	"30-34"	0	59430	0.00
"Total"	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"			25	925624	2.70
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	0	13576	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	0	52521	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"20-24 years"	"20-24"	0	61497	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"25-29 years"	"25-29"	0	57230	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"30-34 years"	"30-34"	0	59019	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"85+ years"	"85+"	0	7668	0.00
"Total"	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"			32	895580	3.57
"Total"	"New Mexico"	"35"	"2000"	"2000"					57	1821204	3.13
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	0	13331	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"1-4 years"	"1-4"	0	50795	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	0	66743	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"20-24 years"	"20-24"	0	62482	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"25-29 years"	"25-29"	0	55990	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"85+ years"	"85+"	0	16272	0.00
"Total"	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"			28	930387	3.01
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	13693	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	"1-4 years"	"1-4"	0	52251	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	"5-9 years"	"5-9"	0	69244	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	"10-14 years"	"10-14"	0	75221	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	"15-19 years"	"15-19"	0	75784	0.00
"Total"	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"			43	901303	4.77
"Total"	"New Mexico"	"35"	"2001"	"2001"					71	1831690	3.88
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	0	13491	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"10-14 years"	"10-14"	0	72590	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"15-19 years"	"15-19"	0	71516	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	0	65321	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"25-29 years"	"25-29"	0	56448	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"55-59 years"	"55-59"	0	50849	0.00
"Total"	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"			22	941856	2.34
	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	0	13691	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	"1-4 years"	"1-4"	0	53248	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	"10-14 years"	"10-14"	0	75074	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	"20-24 years"	"20-24"	0	67750	0.00
"Total"	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"			40	913453	4.38
"Total"	"New Mexico"	"35"	"2002"	"2002"					62	1855309	3.34
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	0	13673	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	"5-9 years"	"5-9"	0	63852	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	"15-19 years"	"15-19"	0	72033	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	"20-24 years"	"20-24"	0	67009	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	"35-39 years"	"35-39"	0	63099	0.00
"Total"	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"			31	952303	3.26
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	0	13997	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	"1-4 years"	"1-4"	0	53713	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	"10-14 years"	"10-14"	0	74972	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	"20-24 years"	"20-24"	0	71108	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	"25-29 years"	"25-29"	0	58904	0.00
"Total"	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"			42	925271	4.54
"Total"	"New Mexico"	"35"	"2003"	"2003"					73	1877574	3.89
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	13641	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"5-9 years"	"5-9"	0	63320	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	0	71910	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	0	72610	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	0	59705	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"35-39 years"	"35-39"	0	61740	0.00
"Total"	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"			34	964738	3.52
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	0	13979	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	"1-4 years"	"1-4"	0	54637	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	0	74453	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	0	77131	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	"25-29 years"	"25-29"	0	60924	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	"35-39 years"	"35-39"	0	60205	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	"80-84 years"	"80-84"	0	13523	0.00
"Total"	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"			44	939070	4.69
"Total"	"New Mexico"	"35"	"2004"	"2004"					78	1903808	4.10
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	14111	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	0	54022	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"10-14 years"	"10-14"	0	70909	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"15-19 years"	"15-19"	0	73095	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"20-24 years"	"20-24"	0	68670	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"25-29 years"	"25-29"	0	62297	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"30-34 years"	"30-34"	0	58020	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"35-39 years"	"35-39"	0	61496	0.00
"Total"	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"			26	978520	2.66
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	"< 1 year"	"1"	0	14541	0.00
