"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count
	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	131
	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	155
	"Louisiana"	"22"	"2020"	"2020"	"Female"	"F"	123
	"Louisiana"	"22"	"2020"	"2020"	"Male"	"M"	152
	"Louisiana"	"22"	"2021"	"2021"	"Female"	"F"	132
	"Louisiana"	"22"	"2021"	"2021"	"Male"	"M"	161
	"Maine"	"23"	"1999"	"1999"	"Female"	"F"	47
	"Maine"	"23"	"1999"	"1999"	"Male"	"M"	62
	"Maine"	"23"	"2000"	"2000"	"Female"	"F"	66
	"Maine"	"23"	"2000"	"2000"	"Male"	"M"	59
	"Maine"	"23"	"2001"	"2001"	"Female"	"F"	39
	"Maine"	"23"	"2001"	"2001"	"Male"	"M"	51
	"Maine"	"23"	"2002"	"2002"	"Female"	"F"	51
	"Maine"	"23"	"2002"	"2002"	"Male"	"M"	68
	"Maine"	"23"	"2003"	"2003"	"Female"	"F"	47
	"Maine"	"23"	"2003"	"2003"	"Male"	"M"	58
	"Maine"	"23"	"2004"	"2004"	"Female"	"F"	61
	"Maine"	"23"	"2004"	"2004"	"Male"	"M"	76
	"Maine"	"23"	"2005"	"2005"	"Female"	"F"	38
	"Maine"	"23"	"2005"	"2005"	"Male"	"M"	72
	"Maine"	"23"	"2006"	"2006"	"Female"	"F"	51
	"Maine"	"23"	"2006"	"2006"	"Male"	"M"	67
	"Maine"	"23"	"2007"	"2007"	"Female"	"F"	50
	"Maine"	"23"	"2007"	"2007"	"Male"	"M"	57
	"Maine"	"23"	"2008"	"2008"	"Female"	"F"	48
	"Maine"	"23"	"2008"	"2008"	"Male"	"M"	68
	"Maine"	"23"	"2009"	"2009"	"Female"	"F"	51
	"Maine"	"23"	"2009"	"2009"	"Male"	"M"	76
	"Maine"	"23"	"2010"	"2010"	"Female"	"F"	57
	"Maine"	"23"	"2010"	"2010"	"Male"	"M"	65
	"Maine"	"23"	"2011"	"2011"	"Female"	"F"	40
	"Maine"	"23"	"2011"	"2011"	"Male"	"M"	68
	"Maine"	"23"	"2012"	"2012"	"Female"	"F"	57
	"Maine"	"23"	"2012"	"2012"	"Male"	"M"	65
	"Maine"	"23"	"2013"	"2013"	"Female"	"F"	44
	"Maine"	"23"	"2013"	"2013"	"Male"	"M"	70
	"Maine"	"23"	"2014"	"2014"	"Female"	"F"	55
	"Maine"	"23"	"2014"	"2014"	"Male"	"M"	60
	"Maine"	"23"	"2015"	"2015"	"Female"	"F"	57
	"Maine"	"23"	"2015"	"2015"	"Male"	"M"	72
	"Maine"	"23"	"2016"	"2016"	"Female"	"F"	65
	"Maine"	"23"	"2016"	"2016"	"Male"	"M"	78
	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	55
	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	80
	"Maine"	"23"	"2018"	"2018"	"Female"	"F"	55
	"Maine"	"23"	"2018"	"2018"	"Male"	"M"	71
	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	41
	"Maine"	"23"	"2019"	"2019"	"Male"	"M"	63
	"Maine"	"23"	"2020"	"2020"	"Female"	"F"	58
	"Maine"	"23"	"2020"	"2020"	"Male"	"M"	81
	"Maine"	"23"	"2021"	"2021"	"Female"	"F"	63
	"Maine"	"23"	"2021"	"2021"	"Male"	"M"	58
	"Maryland"	"24"	"1999"	"1999"	"Female"	"F"	164
	"Maryland"	"24"	"1999"	"1999"	"Male"	"M"	187
	"Maryland"	"24"	"2000"	"2000"	"Female"	"F"	157
	"Maryland"	"24"	"2000"	"2000"	"Male"	"M"	200
	"Maryland"	"24"	"2001"	"2001"	"Female"	"F"	134
	"Maryland"	"24"	"2001"	"2001"	"Male"	"M"	164
	"Maryland"	"24"	"2002"	"2002"	"Female"	"F"	169
	"Maryland"	"24"	"2002"	"2002"	"Male"	"M"	212
	"Maryland"	"24"	"2003"	"2003"	"Female"	"F"	164
	"Maryland"	"24"	"2003"	"2003"	"Male"	"M"	213
	"Maryland"	"24"	"2004"	"2004"	"Female"	"F"	192
	"Maryland"	"24"	"2004"	"2004"	"Male"	"M"	165
	"Maryland"	"24"	"2005"	"2005"	"Female"	"F"	158
	"Maryland"	"24"	"2005"	"2005"	"Male"	"M"	163
	"Maryland"	"24"	"2006"	"2006"	"Female"	"F"	172
	"Maryland"	"24"	"2006"	"2006"	"Male"	"M"	196
	"Maryland"	"24"	"2007"	"2007"	"Female"	"F"	172
	"Maryland"	"24"	"2007"	"2007"	"Male"	"M"	222
	"Maryland"	"24"	"2008"	"2008"	"Female"	"F"	174
	"Maryland"	"24"	"2008"	"2008"	"Male"	"M"	211
	"Maryland"	"24"	"2009"	"2009"	"Female"	"F"	180
	"Maryland"	"24"	"2009"	"2009"	"Male"	"M"	199
	"Maryland"	"24"	"2010"	"2010"	"Female"	"F"	171
	"Maryland"	"24"	"2010"	"2010"	"Male"	"M"	224
	"Maryland"	"24"	"2011"	"2011"	"Female"	"F"	189
	"Maryland"	"24"	"2011"	"2011"	"Male"	"M"	200
	"Maryland"	"24"	"2012"	"2012"	"Female"	"F"	169
	"Maryland"	"24"	"2012"	"2012"	"Male"	"M"	245
	"Maryland"	"24"	"2013"	"2013"	"Female"	"F"	197
	"Maryland"	"24"	"2013"	"2013"	"Male"	"M"	219
	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	179
	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	216
	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	168
	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	210
	"Maryland"	"24"	"2016"	"2016"	"Female"	"F"	182
	"Maryland"	"24"	"2016"	"2016"	"Male"	"M"	240
	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	181
	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	231
	"Maryland"	"24"	"2018"	"2018"	"Female"	"F"	182
	"Maryland"	"24"	"2018"	"2018"	"Male"	"M"	201
	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	193
	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	282
	"Maryland"	"24"	"2020"	"2020"	"Female"	"F"	217
	"Maryland"	"24"	"2020"	"2020"	"Male"	"M"	216
	"Maryland"	"24"	"2021"	"2021"	"Female"	"F"	159
	"Maryland"	"24"	"2021"	"2021"	"Male"	"M"	232
	"Massachusetts"	"25"	"1999"	"1999"	"Female"	"F"	224
	"Massachusetts"	"25"	"1999"	"1999"	"Male"	"M"	231
	"Massachusetts"	"25"	"2000"	"2000"	"Female"	"F"	245
	"Massachusetts"	"25"	"2000"	"2000"	"Male"	"M"	267
	"Massachusetts"	"25"	"2001"	"2001"	"Female"	"F"	211
	"Massachusetts"	"25"	"2001"	"2001"	"Male"	"M"	249
	"Massachusetts"	"25"	"2002"	"2002"	"Female"	"F"	217
	"Massachusetts"	"25"	"2002"	"2002"	"Male"	"M"	240
	"Massachusetts"	"25"	"2003"	"2003"	"Female"	"F"	234
	"Massachusetts"	"25"	"2003"	"2003"	"Male"	"M"	255
	"Massachusetts"	"25"	"2004"	"2004"	"Female"	"F"	194
	"Massachusetts"	"25"	"2004"	"2004"	"Male"	"M"	273
	"Massachusetts"	"25"	"2005"	"2005"	"Female"	"F"	212
	"Massachusetts"	"25"	"2005"	"2005"	"Male"	"M"	260
	"Massachusetts"	"25"	"2006"	"2006"	"Female"	"F"	247
	"Massachusetts"	"25"	"2006"	"2006"	"Male"	"M"	248
	"Massachusetts"	"25"	"2007"	"2007"	"Female"	"F"	228
	"Massachusetts"	"25"	"2007"	"2007"	"Male"	"M"	289
	"Massachusetts"	"25"	"2008"	"2008"	"Female"	"F"	248
	"Massachusetts"	"25"	"2008"	"2008"	"Male"	"M"	262
	"Massachusetts"	"25"	"2009"	"2009"	"Female"	"F"	213
	"Massachusetts"	"25"	"2009"	"2009"	"Male"	"M"	250
	"Massachusetts"	"25"	"2010"	"2010"	"Female"	"F"	223
	"Massachusetts"	"25"	"2010"	"2010"	"Male"	"M"	268
	"Massachusetts"	"25"	"2011"	"2011"	"Female"	"F"	231
	"Massachusetts"	"25"	"2011"	"2011"	"Male"	"M"	258
	"Massachusetts"	"25"	"2012"	"2012"	"Female"	"F"	219
	"Massachusetts"	"25"	"2012"	"2012"	"Male"	"M"	245
	"Massachusetts"	"25"	"2013"	"2013"	"Female"	"F"	241
	"Massachusetts"	"25"	"2013"	"2013"	"Male"	"M"	309
	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	217
	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	264
	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	261
	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	263
	"Massachusetts"	"25"	"2016"	"2016"	"Female"	"F"	260
	"Massachusetts"	"25"	"2016"	"2016"	"Male"	"M"	304
	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	235
	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	303
	"Massachusetts"	"25"	"2018"	"2018"	"Female"	"F"	250
	"Massachusetts"	"25"	"2018"	"2018"	"Male"	"M"	320
	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	233
	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	296
	"Massachusetts"	"25"	"2020"	"2020"	"Female"	"F"	237
	"Massachusetts"	"25"	"2020"	"2020"	"Male"	"M"	305
	"Massachusetts"	"25"	"2021"	"2021"	"Female"	"F"	166
	"Massachusetts"	"25"	"2021"	"2021"	"Male"	"M"	232
	"Michigan"	"26"	"1999"	"1999"	"Female"	"F"	318
	"Michigan"	"26"	"1999"	"1999"	"Male"	"M"	401
	"Michigan"	"26"	"2000"	"2000"	"Female"	"F"	277
	"Michigan"	"26"	"2000"	"2000"	"Male"	"M"	391
	"Michigan"	"26"	"2001"	"2001"	"Female"	"F"	301
	"Michigan"	"26"	"2001"	"2001"	"Male"	"M"	414
	"Michigan"	"26"	"2002"	"2002"	"Female"	"F"	343
	"Michigan"	"26"	"2002"	"2002"	"Male"	"M"	397
	"Michigan"	"26"	"2003"	"2003"	"Female"	"F"	333
	"Michigan"	"26"	"2003"	"2003"	"Male"	"M"	370
	"Michigan"	"26"	"2004"	"2004"	"Female"	"F"	351
	"Michigan"	"26"	"2004"	"2004"	"Male"	"M"	419
	"Michigan"	"26"	"2005"	"2005"	"Female"	"F"	370
	"Michigan"	"26"	"2005"	"2005"	"Male"	"M"	410
	"Michigan"	"26"	"2006"	"2006"	"Female"	"F"	333
	"Michigan"	"26"	"2006"	"2006"	"Male"	"M"	398
	"Michigan"	"26"	"2007"	"2007"	"Female"	"F"	351
	"Michigan"	"26"	"2007"	"2007"	"Male"	"M"	447
	"Michigan"	"26"	"2008"	"2008"	"Female"	"F"	381
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	447
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	350
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	397
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	313
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	415
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	322
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	438
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	324
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	417
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	324
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	378
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	324
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	425
	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	336
	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	413
	"Michigan"	"26"	"2016"	"2016"	"Female"	"F"	341
	"Michigan"	"26"	"2016"	"2016"	"Male"	"M"	437
	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	292
	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	433
	"Michigan"	"26"	"2018"	"2018"	"Female"	"F"	338
	"Michigan"	"26"	"2018"	"2018"	"Male"	"M"	426
	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	324
	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	384
	"Michigan"	"26"	"2020"	"2020"	"Female"	"F"	304
	"Michigan"	"26"	"2020"	"2020"	"Male"	"M"	408
	"Michigan"	"26"	"2021"	"2021"	"Female"	"F"	259
	"Michigan"	"26"	"2021"	"2021"	"Male"	"M"	390
	"Minnesota"	"27"	"1999"	"1999"	"Female"	"F"	150
	"Minnesota"	"27"	"1999"	"1999"	"Male"	"M"	195
	"Minnesota"	"27"	"2000"	"2000"	"Female"	"F"	116
	"Minnesota"	"27"	"2000"	"2000"	"Male"	"M"	190
	"Minnesota"	"27"	"2001"	"2001"	"Female"	"F"	142
	"Minnesota"	"27"	"2001"	"2001"	"Male"	"M"	189
	"Minnesota"	"27"	"2002"	"2002"	"Female"	"F"	163
	"Minnesota"	"27"	"2002"	"2002"	"Male"	"M"	205
	"Minnesota"	"27"	"2003"	"2003"	"Female"	"F"	134
	"Minnesota"	"27"	"2003"	"2003"	"Male"	"M"	179
	"Minnesota"	"27"	"2004"	"2004"	"Female"	"F"	134
	"Minnesota"	"27"	"2004"	"2004"	"Male"	"M"	203
	"Minnesota"	"27"	"2005"	"2005"	"Female"	"F"	120
	"Minnesota"	"27"	"2005"	"2005"	"Male"	"M"	163
	"Minnesota"	"27"	"2006"	"2006"	"Female"	"F"	160
	"Minnesota"	"27"	"2006"	"2006"	"Male"	"M"	198
	"Minnesota"	"27"	"2007"	"2007"	"Female"	"F"	143
	"Minnesota"	"27"	"2007"	"2007"	"Male"	"M"	185
	"Minnesota"	"27"	"2008"	"2008"	"Female"	"F"	159
	"Minnesota"	"27"	"2008"	"2008"	"Male"	"M"	198
	"Minnesota"	"27"	"2009"	"2009"	"Female"	"F"	150
	"Minnesota"	"27"	"2009"	"2009"	"Male"	"M"	211
	"Minnesota"	"27"	"2010"	"2010"	"Female"	"F"	140
	"Minnesota"	"27"	"2010"	"2010"	"Male"	"M"	214
	"Minnesota"	"27"	"2011"	"2011"	"Female"	"F"	177
	"Minnesota"	"27"	"2011"	"2011"	"Male"	"M"	215
	"Minnesota"	"27"	"2012"	"2012"	"Female"	"F"	182
	"Minnesota"	"27"	"2012"	"2012"	"Male"	"M"	258
	"Minnesota"	"27"	"2013"	"2013"	"Female"	"F"	184
	"Minnesota"	"27"	"2013"	"2013"	"Male"	"M"	211
	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	195
	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	244
	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	199
	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	257
	"Minnesota"	"27"	"2016"	"2016"	"Female"	"F"	189
	"Minnesota"	"27"	"2016"	"2016"	"Male"	"M"	238
	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	168
	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	268
	"Minnesota"	"27"	"2018"	"2018"	"Female"	"F"	189
	"Minnesota"	"27"	"2018"	"2018"	"Male"	"M"	274
	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	190
	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	272
	"Minnesota"	"27"	"2020"	"2020"	"Female"	"F"	178
	"Minnesota"	"27"	"2020"	"2020"	"Male"	"M"	249
	"Minnesota"	"27"	"2021"	"2021"	"Female"	"F"	185
	"Minnesota"	"27"	"2021"	"2021"	"Male"	"M"	231
	"Mississippi"	"28"	"1999"	"1999"	"Female"	"F"	Missing
	"Mississippi"	"28"	"1999"	"1999"	"Male"	"M"	Missing
	"Mississippi"	"28"	"2000"	"2000"	"Female"	"F"	Missing
	"Mississippi"	"28"	"2000"	"2000"	"Male"	"M"	Missing
	"Mississippi"	"28"	"2001"	"2001"	"Female"	"F"	Missing
	"Mississippi"	"28"	"2001"	"2001"	"Male"	"M"	Missing
	"Mississippi"	"28"	"2002"	"2002"	"Female"	"F"	Missing
	"Mississippi"	"28"	"2002"	"2002"	"Male"	"M"	Missing
	"Mississippi"	"28"	"2003"	"2003"	"Female"	"F"	90
	"Mississippi"	"28"	"2003"	"2003"	"Male"	"M"	82
	"Mississippi"	"28"	"2004"	"2004"	"Female"	"F"	90
	"Mississippi"	"28"	"2004"	"2004"	"Male"	"M"	92
	"Mississippi"	"28"	"2005"	"2005"	"Female"	"F"	91
	"Mississippi"	"28"	"2005"	"2005"	"Male"	"M"	98
	"Mississippi"	"28"	"2006"	"2006"	"Female"	"F"	91
	"Mississippi"	"28"	"2006"	"2006"	"Male"	"M"	84
	"Mississippi"	"28"	"2007"	"2007"	"Female"	"F"	95
	"Mississippi"	"28"	"2007"	"2007"	"Male"	"M"	111
	"Mississippi"	"28"	"2008"	"2008"	"Female"	"F"	81
	"Mississippi"	"28"	"2008"	"2008"	"Male"	"M"	108
	"Mississippi"	"28"	"2009"	"2009"	"Female"	"F"	73
	"Mississippi"	"28"	"2009"	"2009"	"Male"	"M"	94
	"Mississippi"	"28"	"2010"	"2010"	"Female"	"F"	104
	"Mississippi"	"28"	"2010"	"2010"	"Male"	"M"	101
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	91
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	109
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	100
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	111
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	82
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	107
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	101
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	118
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	82
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	93
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	95
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	107
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	85
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	117
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	87
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	90
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	88
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	111
	"Mississippi"	"28"	"2020"	"2020"	"Female"	"F"	78
	"Mississippi"	"28"	"2020"	"2020"	"Male"	"M"	96
	"Mississippi"	"28"	"2021"	"2021"	"Female"	"F"	72
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	109
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	190
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	221
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	181
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	227
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	177
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	213
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	205
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	212
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	171
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	222
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	201
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	225
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	223
	"Missouri"	"29"	"2005"	"2005"	"Male"	"M"	215
	"Missouri"	"29"	"2006"	"2006"	"Female"	"F"	185
	"Missouri"	"29"	"2006"	"2006"	"Male"	"M"	233
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	213
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	244
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	203
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	233
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	209
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	257
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	185
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	248
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	203
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	218
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	208
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	259
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	196
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	235
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	201
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	276
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	208
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	246
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	203
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	257
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	230
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	257
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	217
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	232
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	192
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	289
	"Missouri"	"29"	"2020"	"2020"	"Female"	"F"	210
	"Missouri"	"29"	"2020"	"2020"	"Male"	"M"	258
	"Missouri"	"29"	"2021"	"2021"	"Female"	"F"	186
	"Missouri"	"29"	"2021"	"2021"	"Male"	"M"	262
	"Montana"	"30"	"1999"	"1999"	"Female"	"F"	32
	"Montana"	"30"	"1999"	"1999"	"Male"	"M"	27
	"Montana"	"30"	"2000"	"2000"	"Female"	"F"	26
	"Montana"	"30"	"2000"	"2000"	"Male"	"M"	44
	"Montana"	"30"	"2001"	"2001"	"Female"	"F"	24
	"Montana"	"30"	"2001"	"2001"	"Male"	"M"	36
	"Montana"	"30"	"2002"	"2002"	"Female"	"F"	37
	"Montana"	"30"	"2002"	"2002"	"Male"	"M"	52
	"Montana"	"30"	"2003"	"2003"	"Female"	"F"	31
	"Montana"	"30"	"2003"	"2003"	"Male"	"M"	42
	"Montana"	"30"	"2004"	"2004"	"Female"	"F"	31
	"Montana"	"30"	"2004"	"2004"	"Male"	"M"	47
	"Montana"	"30"	"2005"	"2005"	"Female"	"F"	38
	"Montana"	"30"	"2005"	"2005"	"Male"	"M"	49
	"Montana"	"30"	"2006"	"2006"	"Female"	"F"	24
	"Montana"	"30"	"2006"	"2006"	"Male"	"M"	52
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	22
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	46
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	32
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	47
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	36
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	40
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	35
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	53
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	36
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	53
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	36
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	49
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	39
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	50
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	35
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	56
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	43
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	56
	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	43
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	49
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	36
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	47
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	43
	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	53
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	48
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	45
	"Montana"	"30"	"2020"	"2020"	"Female"	"F"	36
	"Montana"	"30"	"2020"	"2020"	"Male"	"M"	52
	"Montana"	"30"	"2021"	"2021"	"Female"	"F"	41
	"Montana"	"30"	"2021"	"2021"	"Male"	"M"	66
	"Nebraska"	"31"	"1999"	"1999"	"Female"	"F"	67
	"Nebraska"	"31"	"1999"	"1999"	"Male"	"M"	62
	"Nebraska"	"31"	"2000"	"2000"	"Female"	"F"	51
	"Nebraska"	"31"	"2000"	"2000"	"Male"	"M"	72
	"Nebraska"	"31"	"2001"	"2001"	"Female"	"F"	60
	"Nebraska"	"31"	"2001"	"2001"	"Male"	"M"	75
	"Nebraska"	"31"	"2002"	"2002"	"Female"	"F"	49
	"Nebraska"	"31"	"2002"	"2002"	"Male"	"M"	79
	"Nebraska"	"31"	"2003"	"2003"	"Female"	"F"	45
	"Nebraska"	"31"	"2003"	"2003"	"Male"	"M"	65
	"Nebraska"	"31"	"2004"	"2004"	"Female"	"F"	54
	"Nebraska"	"31"	"2004"	"2004"	"Male"	"M"	70
	"Nebraska"	"31"	"2005"	"2005"	"Female"	"F"	73
	"Nebraska"	"31"	"2005"	"2005"	"Male"	"M"	68
	"Nebraska"	"31"	"2006"	"2006"	"Female"	"F"	57
	"Nebraska"	"31"	"2006"	"2006"	"Male"	"M"	75
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	65
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	72
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	74
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	65
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	57
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	79
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	71
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	78
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	69
	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	90
	"Nebraska"	"31"	"2012"	"2012"	"Female"	"F"	60
	"Nebraska"	"31"	"2012"	"2012"	"Male"	"M"	77
	"Nebraska"	"31"	"2013"	"2013"	"Female"	"F"	61
	"Nebraska"	"31"	"2013"	"2013"	"Male"	"M"	77
	"Nebraska"	"31"	"2014"	"2014"	"Female"	"F"	65
	"Nebraska"	"31"	"2014"	"2014"	"Male"	"M"	83
	"Nebraska"	"31"	"2015"	"2015"	"Female"	"F"	65
	"Nebraska"	"31"	"2015"	"2015"	"Male"	"M"	74
	"Nebraska"	"31"	"2016"	"2016"	"Female"	"F"	59
	"Nebraska"	"31"	"2016"	"2016"	"Male"	"M"	78
	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	70
	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	98
	"Nebraska"	"31"	"2018"	"2018"	"Female"	"F"	80
	"Nebraska"	"31"	"2018"	"2018"	"Male"	"M"	68
	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	69
	"Nebraska"	"31"	"2019"	"2019"	"Male"	"M"	86
	"Nebraska"	"31"	"2020"	"2020"	"Female"	"F"	53
	"Nebraska"	"31"	"2020"	"2020"	"Male"	"M"	82
